Año;CodLocalidadResidencia;NombreLocalidad;Barrio;CicloVital;ClasificaciónConducta;Sexo;Casos
2023;4;San Cristóbal;LOS LIBERTADORES;18 – 28 Juventud;Intento de Suicidio;Mujer;19
2023;4;San Cristóbal;LOS LIBERTADORES;18 – 28 Juventud;Ideación suicida;Hombre;25
2023;4;San Cristóbal;LOS LIBERTADORES;18 – 28 Juventud;Ideación suicida;Mujer;37
2023;4;San Cristóbal;LOS LIBERTADORES;18 – 28 Juventud;Intento de Suicidio;Hombre;12
2023;4;San Cristóbal;LOS LIBERTADORES;29 – 59 Adultez;Ideación suicida;Hombre;20
2023;4;San Cristóbal;LOS LIBERTADORES;29 – 59 Adultez;Ideación suicida;Mujer;44
2023;4;San Cristóbal;LOS LIBERTADORES;29 – 59 Adultez;Intento de Suicidio;Hombre;12
2023;4;San Cristóbal;LOS LIBERTADORES;29 – 59 Adultez;Intento de Suicidio;Mujer;12
2023;4;San Cristóbal;LOS LIBERTADORES;6 – 11 Infancia;Ideación suicida;Hombre;12
2023;4;San Cristóbal;LOS LIBERTADORES;6 – 11 Infancia;Ideación suicida;Mujer;17
2023;4;San Cristóbal;LOS LIBERTADORES;6 – 11 Infancia;Intento de Suicidio;Mujer;2
2023;4;San Cristóbal;LOS LIBERTADORES;>60 Vejez;Ideación suicida;Mujer;6
2023;4;San Cristóbal;LOS LIBERTADORES;>60 Vejez;Intento de Suicidio;Hombre;1
2023;4;San Cristóbal;LOS LIBERTADORES;>60 Vejez;Ideación suicida;Hombre;1
2023;4;San Cristóbal;SAN BLAS;12 – 17 Adolescencia;Intento de Suicidio;Mujer;22
2023;4;San Cristóbal;SAN BLAS;12 – 17 Adolescencia;Ideación suicida;Mujer;66
2023;4;San Cristóbal;SAN BLAS;12 – 17 Adolescencia;Intento de Suicidio;Hombre;8
2023;4;San Cristóbal;SAN BLAS;12 – 17 Adolescencia;Ideación suicida;Hombre;25
2023;4;San Cristóbal;SAN BLAS;18 – 28 Juventud;Ideación suicida;Mujer;68
2023;4;San Cristóbal;SAN BLAS;18 – 28 Juventud;Intento de Suicidio;Mujer;37
2023;4;San Cristóbal;SAN BLAS;18 – 28 Juventud;Intento de Suicidio;Hombre;7
2023;4;San Cristóbal;SAN BLAS;18 – 28 Juventud;Ideación suicida;Hombre;29
2023;4;San Cristóbal;SAN BLAS;29 – 59 Adultez;Ideación suicida;Mujer;40
2023;4;San Cristóbal;SAN BLAS;29 – 59 Adultez;Ideación suicida;Hombre;14
2023;4;San Cristóbal;SAN BLAS;29 – 59 Adultez;Intento de Suicidio;Hombre;12
2023;4;San Cristóbal;SAN BLAS;29 – 59 Adultez;Intento de Suicidio;Mujer;6
2023;4;San Cristóbal;SAN BLAS;6 – 11 Infancia;Ideación suicida;Mujer;16
2023;4;San Cristóbal;SAN BLAS;6 – 11 Infancia;Ideación suicida;Hombre;8
2023;4;San Cristóbal;SAN BLAS;6 – 11 Infancia;Intento de Suicidio;Hombre;3
2023;4;San Cristóbal;SAN BLAS;>60 Vejez;Intento de Suicidio;Hombre;1
2023;4;San Cristóbal;SAN BLAS;>60 Vejez;Ideación suicida;Mujer;10
2023;4;San Cristóbal;SAN BLAS;>60 Vejez;Intento de Suicidio;Mujer;2
2023;4;San Cristóbal;SAN BLAS;>60 Vejez;Ideación suicida;Hombre;3
2023;4;San Cristóbal;SOSIEGO;12 – 17 Adolescencia;Ideación suicida;Hombre;21
2023;4;San Cristóbal;SOSIEGO;12 – 17 Adolescencia;Intento de Suicidio;Hombre;5
2023;4;San Cristóbal;SOSIEGO;12 – 17 Adolescencia;Ideación suicida;Mujer;49
2023;4;San Cristóbal;SOSIEGO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;8
2023;4;San Cristóbal;SOSIEGO;18 – 28 Juventud;Intento de Suicidio;Mujer;23
2023;4;San Cristóbal;SOSIEGO;18 – 28 Juventud;Ideación suicida;Mujer;50
2023;4;San Cristóbal;SOSIEGO;18 – 28 Juventud;Ideación suicida;Hombre;35
2023;4;San Cristóbal;SOSIEGO;18 – 28 Juventud;Intento de Suicidio;Hombre;14
2023;4;San Cristóbal;SOSIEGO;29 – 59 Adultez;Ideación suicida;Hombre;34
2023;4;San Cristóbal;SOSIEGO;29 – 59 Adultez;Intento de Suicidio;Mujer;10
2023;4;San Cristóbal;SOSIEGO;29 – 59 Adultez;Ideación suicida;Mujer;21
2023;4;San Cristóbal;SOSIEGO;29 – 59 Adultez;Intento de Suicidio;Hombre;10
2023;4;San Cristóbal;SOSIEGO;6 – 11 Infancia;Ideación suicida;Mujer;8
2023;4;San Cristóbal;SOSIEGO;6 – 11 Infancia;Ideación suicida;Hombre;6
2023;4;San Cristóbal;SOSIEGO;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2023;4;San Cristóbal;SOSIEGO;6 – 11 Infancia;Intento de Suicidio;Mujer;2
2023;4;San Cristóbal;SOSIEGO;>60 Vejez;Ideación suicida;Mujer;4
2023;4;San Cristóbal;SOSIEGO;>60 Vejez;Ideación suicida;Hombre;5
2023;4;San Cristóbal;SOSIEGO;>60 Vejez;Intento de Suicidio;Mujer;2
2023;4;San Cristóbal;SOSIEGO;>60 Vejez;Intento de Suicidio;Hombre;1
2023;4;San Cristóbal;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Hombre;5
2023;4;San Cristóbal;UPZ Sin Asignar;12 – 17 Adolescencia;Intento de Suicidio;Mujer;3
2023;4;San Cristóbal;UPZ Sin Asignar;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2023;4;San Cristóbal;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Mujer;13
2023;4;San Cristóbal;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Mujer;6
2023;4;San Cristóbal;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Mujer;14
2023;4;San Cristóbal;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Hombre;3
2023;4;San Cristóbal;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Hombre;6
2023;4;San Cristóbal;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;11
2023;4;San Cristóbal;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Hombre;2
2023;4;San Cristóbal;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2023;4;San Cristóbal;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Hombre;4
2023;4;San Cristóbal;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Mujer;2
2023;4;San Cristóbal;UPZ Sin Asignar;>60 Vejez;Ideación suicida;Hombre;1
2023;4;San Cristóbal;UPZ Sin Asignar;>60 Vejez;Intento de Suicidio;Mujer;1
2023;5;Usme;ALFONSO LOPEZ;12 – 17 Adolescencia;Ideación suicida;Mujer;64
2023;5;Usme;ALFONSO LOPEZ;12 – 17 Adolescencia;Ideación suicida;Hombre;22
2023;5;Usme;ALFONSO LOPEZ;12 – 17 Adolescencia;Intento de Suicidio;Mujer;8
2023;5;Usme;ALFONSO LOPEZ;12 – 17 Adolescencia;Intento de Suicidio;Hombre;3
2023;5;Usme;ALFONSO LOPEZ;18 – 28 Juventud;Ideación suicida;Hombre;17
2023;5;Usme;ALFONSO LOPEZ;18 – 28 Juventud;Intento de Suicidio;Mujer;11
2023;5;Usme;ALFONSO LOPEZ;18 – 28 Juventud;Ideación suicida;Mujer;29
2023;5;Usme;ALFONSO LOPEZ;18 – 28 Juventud;Intento de Suicidio;Hombre;8
2023;5;Usme;ALFONSO LOPEZ;29 – 59 Adultez;Ideación suicida;Mujer;31
2023;5;Usme;ALFONSO LOPEZ;29 – 59 Adultez;Intento de Suicidio;Mujer;6
2023;5;Usme;ALFONSO LOPEZ;29 – 59 Adultez;Ideación suicida;Hombre;13
2023;5;Usme;ALFONSO LOPEZ;29 – 59 Adultez;Intento de Suicidio;Hombre;5
2023;5;Usme;ALFONSO LOPEZ;6 – 11 Infancia;Ideación suicida;Mujer;12
2023;5;Usme;ALFONSO LOPEZ;6 – 11 Infancia;Ideación suicida;Hombre;11
2023;5;Usme;ALFONSO LOPEZ;6 – 11 Infancia;Intento de Suicidio;Mujer;1
2023;5;Usme;ALFONSO LOPEZ;>60 Vejez;Intento de Suicidio;Mujer;1
2023;5;Usme;ALFONSO LOPEZ;>60 Vejez;Ideación suicida;Mujer;3
2023;5;Usme;ALFONSO LOPEZ;>60 Vejez;Ideación suicida;Hombre;1
2023;5;Usme;ALFONSO LOPEZ;>60 Vejez;Intento de Suicidio;Hombre;1
2023;5;Usme;CIUDAD USME;12 – 17 Adolescencia;Ideación suicida;Mujer;22
2023;5;Usme;CIUDAD USME;12 – 17 Adolescencia;Ideación suicida;Hombre;9
2023;5;Usme;CIUDAD USME;12 – 17 Adolescencia;Intento de Suicidio;Mujer;8
2023;5;Usme;CIUDAD USME;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2023;5;Usme;CIUDAD USME;18 – 28 Juventud;Ideación suicida;Mujer;12
2023;5;Usme;CIUDAD USME;18 – 28 Juventud;Ideación suicida;Hombre;9
2023;5;Usme;CIUDAD USME;18 – 28 Juventud;Intento de Suicidio;Hombre;6
2023;5;Usme;CIUDAD USME;18 – 28 Juventud;Intento de Suicidio;Mujer;5
2023;5;Usme;CIUDAD USME;29 – 59 Adultez;Intento de Suicidio;Hombre;4
2023;5;Usme;CIUDAD USME;29 – 59 Adultez;Intento de Suicidio;Mujer;2
2023;5;Usme;CIUDAD USME;29 – 59 Adultez;Ideación suicida;Hombre;4
2023;5;Usme;CIUDAD USME;29 – 59 Adultez;Ideación suicida;Mujer;18
2023;5;Usme;CIUDAD USME;6 – 11 Infancia;Ideación suicida;Hombre;4
2023;5;Usme;CIUDAD USME;6 – 11 Infancia;Ideación suicida;Mujer;7
2023;5;Usme;CIUDAD USME;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2023;5;Usme;CIUDAD USME;>60 Vejez;Ideación suicida;Mujer;2
2023;5;Usme;COMUNEROS;12 – 17 Adolescencia;Ideación suicida;Mujer;139
2023;5;Usme;COMUNEROS;12 – 17 Adolescencia;Ideación suicida;Hombre;76
2023;5;Usme;COMUNEROS;12 – 17 Adolescencia;Intento de Suicidio;Mujer;42
2023;5;Usme;COMUNEROS;12 – 17 Adolescencia;Intento de Suicidio;Hombre;13
2023;5;Usme;COMUNEROS;18 – 28 Juventud;Ideación suicida;Hombre;42
2023;5;Usme;COMUNEROS;18 – 28 Juventud;Ideación suicida;Mujer;70
2023;5;Usme;COMUNEROS;18 – 28 Juventud;Intento de Suicidio;Hombre;21
2023;5;Usme;COMUNEROS;18 – 28 Juventud;Intento de Suicidio;Mujer;43
2023;5;Usme;COMUNEROS;29 – 59 Adultez;Intento de Suicidio;Hombre;11
2023;5;Usme;COMUNEROS;29 – 59 Adultez;Ideación suicida;Mujer;70
2023;5;Usme;COMUNEROS;29 – 59 Adultez;Ideación suicida;Hombre;38
2023;5;Usme;COMUNEROS;29 – 59 Adultez;Intento de Suicidio;Mujer;16
2023;5;Usme;COMUNEROS;6 – 11 Infancia;Ideación suicida;Mujer;17
2023;5;Usme;COMUNEROS;6 – 11 Infancia;Ideación suicida;Hombre;16
2023;5;Usme;COMUNEROS;>60 Vejez;Ideación suicida;Mujer;8
2023;5;Usme;COMUNEROS;>60 Vejez;Ideación suicida;Hombre;5
2023;5;Usme;COMUNEROS;>60 Vejez;Intento de Suicidio;Hombre;2
2023;5;Usme;DANUBIO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;13
2023;5;Usme;DANUBIO;12 – 17 Adolescencia;Ideación suicida;Mujer;49
2023;5;Usme;DANUBIO;12 – 17 Adolescencia;Ideación suicida;Hombre;16
2023;5;Usme;DANUBIO;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2023;5;Usme;DANUBIO;18 – 28 Juventud;Ideación suicida;Mujer;31
2023;5;Usme;DANUBIO;18 – 28 Juventud;Ideación suicida;Hombre;22
2023;5;Usme;DANUBIO;18 – 28 Juventud;Intento de Suicidio;Hombre;6
2023;5;Usme;DANUBIO;18 – 28 Juventud;Intento de Suicidio;Mujer;7
2023;5;Usme;DANUBIO;29 – 59 Adultez;Ideación suicida;Mujer;32
2023;5;Usme;DANUBIO;29 – 59 Adultez;Ideación suicida;Hombre;8
2023;5;Usme;DANUBIO;29 – 59 Adultez;Intento de Suicidio;Hombre;5
2023;5;Usme;DANUBIO;29 – 59 Adultez;Intento de Suicidio;Mujer;4
2023;5;Usme;DANUBIO;6 – 11 Infancia;Ideación suicida;Mujer;9
2023;5;Usme;DANUBIO;6 – 11 Infancia;Intento de Suicidio;Hombre;2
2023;5;Usme;DANUBIO;6 – 11 Infancia;Ideación suicida;Hombre;8
2023;5;Usme;DANUBIO;>60 Vejez;Ideación suicida;Hombre;2
2023;5;Usme;DANUBIO;>60 Vejez;Ideación suicida;Mujer;2
2023;5;Usme;GRAN YOMASA;12 – 17 Adolescencia;Ideación suicida;Mujer;184
2023;5;Usme;GRAN YOMASA;12 – 17 Adolescencia;Ideación suicida;Hombre;94
2023;5;Usme;GRAN YOMASA;12 – 17 Adolescencia;Intento de Suicidio;Hombre;16
2023;5;Usme;GRAN YOMASA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;36
2023;5;Usme;GRAN YOMASA;18 – 28 Juventud;Ideación suicida;Mujer;85
2023;5;Usme;GRAN YOMASA;18 – 28 Juventud;Intento de Suicidio;Mujer;38
2023;5;Usme;GRAN YOMASA;18 – 28 Juventud;Ideación suicida;Hombre;52
2023;5;Usme;GRAN YOMASA;18 – 28 Juventud;Intento de Suicidio;Hombre;19
2023;5;Usme;GRAN YOMASA;29 – 59 Adultez;Ideación suicida;Mujer;75
2023;5;Usme;GRAN YOMASA;29 – 59 Adultez;Intento de Suicidio;Mujer;26
2023;5;Usme;GRAN YOMASA;29 – 59 Adultez;Intento de Suicidio;Hombre;13
2023;5;Usme;GRAN YOMASA;29 – 59 Adultez;Ideación suicida;Hombre;30
2023;5;Usme;GRAN YOMASA;6 – 11 Infancia;Ideación suicida;Hombre;24
2023;5;Usme;GRAN YOMASA;6 – 11 Infancia;Ideación suicida;Mujer;35
2023;5;Usme;GRAN YOMASA;6 – 11 Infancia;Intento de Suicidio;Hombre;2
2023;5;Usme;GRAN YOMASA;6 – 11 Infancia;Intento de Suicidio;Mujer;3
2023;5;Usme;GRAN YOMASA;>60 Vejez;Ideación suicida;Mujer;10
2023;5;Usme;GRAN YOMASA;>60 Vejez;Intento de Suicidio;Hombre;2
2023;5;Usme;GRAN YOMASA;>60 Vejez;Ideación suicida;Hombre;5
2023;5;Usme;GRAN YOMASA;>60 Vejez;Intento de Suicidio;Mujer;2
2023;5;Usme;LA FLORA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;10
2023;5;Usme;LA FLORA;12 – 17 Adolescencia;Ideación suicida;Hombre;6
2023;5;Usme;LA FLORA;12 – 17 Adolescencia;Ideación suicida;Mujer;25
2023;5;Usme;LA FLORA;12 – 17 Adolescencia;Intento de Suicidio;Hombre;4
2023;5;Usme;LA FLORA;18 – 28 Juventud;Ideación suicida;Hombre;7
2023;5;Usme;LA FLORA;18 – 28 Juventud;Ideación suicida;Mujer;16
2023;5;Usme;LA FLORA;18 – 28 Juventud;Intento de Suicidio;Mujer;8
2023;5;Usme;LA FLORA;18 – 28 Juventud;Intento de Suicidio;Hombre;2
2023;5;Usme;LA FLORA;29 – 59 Adultez;Ideación suicida;Mujer;8
2023;5;Usme;LA FLORA;29 – 59 Adultez;Ideación suicida;Hombre;6
2023;5;Usme;LA FLORA;29 – 59 Adultez;Intento de Suicidio;Mujer;4
2023;5;Usme;LA FLORA;29 – 59 Adultez;Intento de Suicidio;Hombre;3
2023;5;Usme;LA FLORA;6 – 11 Infancia;Ideación suicida;Hombre;2
2023;5;Usme;LA FLORA;6 – 11 Infancia;Ideación suicida;Mujer;7
2023;5;Usme;PARQUE ENTRENUBES;12 – 17 Adolescencia;Ideación suicida;Mujer;7
2023;5;Usme;PARQUE ENTRENUBES;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2023;5;Usme;PARQUE ENTRENUBES;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2023;5;Usme;PARQUE ENTRENUBES;12 – 17 Adolescencia;Ideación suicida;Hombre;6
2023;5;Usme;PARQUE ENTRENUBES;18 – 28 Juventud;Intento de Suicidio;Mujer;1
2023;5;Usme;PARQUE ENTRENUBES;18 – 28 Juventud;Ideación suicida;Mujer;4
2023;5;Usme;PARQUE ENTRENUBES;29 – 59 Adultez;Ideación suicida;Mujer;2
2023;5;Usme;PARQUE ENTRENUBES;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2023;5;Usme;PARQUE ENTRENUBES;29 – 59 Adultez;Ideación suicida;Hombre;1
2023;5;Usme;PARQUE ENTRENUBES;6 – 11 Infancia;Ideación suicida;Mujer;2
2023;5;Usme;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Mujer;27
2023;5;Usme;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Hombre;6
2023;5;Usme;UPZ Sin Asignar;12 – 17 Adolescencia;Intento de Suicidio;Mujer;5
2023;5;Usme;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Hombre;6
2023;5;Usme;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Mujer;16
2023;5;Usme;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Mujer;6
2023;5;Usme;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Hombre;7
2023;5;Usme;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Hombre;2
2023;5;Usme;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;11
2023;5;Usme;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2023;5;Usme;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Hombre;6
2023;5;Usme;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Mujer;5
2023;5;Usme;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Hombre;3
2023;5;Usme;UPZ Sin Asignar;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2023;5;Usme;UPZ Sin Asignar;>60 Vejez;Ideación suicida;Hombre;2
2023;5;Usme;UPZ Sin Asignar;>60 Vejez;Ideación suicida;Mujer;2
2023;6;Tunjuelito;TUNJUELITO;0 – 5 Primera Infancia;Ideación suicida;Mujer;1
2023;6;Tunjuelito;TUNJUELITO;12 – 17 Adolescencia;Ideación suicida;Mujer;53
2023;6;Tunjuelito;TUNJUELITO;12 – 17 Adolescencia;Ideación suicida;Hombre;20
2023;6;Tunjuelito;TUNJUELITO;12 – 17 Adolescencia;Intento de Suicidio;Hombre;3
2023;6;Tunjuelito;TUNJUELITO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;8
2023;6;Tunjuelito;TUNJUELITO;18 – 28 Juventud;Ideación suicida;Hombre;21
2023;6;Tunjuelito;TUNJUELITO;18 – 28 Juventud;Intento de Suicidio;Mujer;16
2023;6;Tunjuelito;TUNJUELITO;18 – 28 Juventud;Ideación suicida;Mujer;33
2023;6;Tunjuelito;TUNJUELITO;18 – 28 Juventud;Intento de Suicidio;Hombre;10
2023;6;Tunjuelito;TUNJUELITO;29 – 59 Adultez;Intento de Suicidio;Hombre;14
2023;6;Tunjuelito;TUNJUELITO;29 – 59 Adultez;Ideación suicida;Hombre;19
2023;6;Tunjuelito;TUNJUELITO;29 – 59 Adultez;Intento de Suicidio;Mujer;13
2023;6;Tunjuelito;TUNJUELITO;29 – 59 Adultez;Ideación suicida;Mujer;27
2023;6;Tunjuelito;TUNJUELITO;6 – 11 Infancia;Ideación suicida;Hombre;11
2023;6;Tunjuelito;TUNJUELITO;6 – 11 Infancia;Ideación suicida;Mujer;7
2023;6;Tunjuelito;TUNJUELITO;>60 Vejez;Ideación suicida;Mujer;3
2023;6;Tunjuelito;TUNJUELITO;>60 Vejez;Intento de Suicidio;Hombre;1
2023;6;Tunjuelito;TUNJUELITO;>60 Vejez;Ideación suicida;Hombre;1
2023;6;Tunjuelito;TUNJUELITO;>60 Vejez;Intento de Suicidio;Mujer;1
2023;6;Tunjuelito;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Mujer;3
2023;6;Tunjuelito;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Hombre;1
2023;6;Tunjuelito;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Hombre;4
2023;6;Tunjuelito;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Mujer;1
2023;6;Tunjuelito;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Hombre;1
2023;6;Tunjuelito;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Hombre;1
2023;6;Tunjuelito;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;1
2023;6;Tunjuelito;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Hombre;1
2023;6;Tunjuelito;VENECIA;0 – 5 Primera Infancia;Ideación suicida;Hombre;1
2023;6;Tunjuelito;VENECIA;12 – 17 Adolescencia;Ideación suicida;Hombre;67
2023;6;Tunjuelito;VENECIA;12 – 17 Adolescencia;Ideación suicida;Mujer;132
2023;6;Tunjuelito;VENECIA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;24
2023;6;Tunjuelito;VENECIA;12 – 17 Adolescencia;Intento de Suicidio;Hombre;7
2023;6;Tunjuelito;VENECIA;18 – 28 Juventud;Intento de Suicidio;Hombre;17
2023;6;Tunjuelito;VENECIA;18 – 28 Juventud;Ideación suicida;Mujer;93
2023;6;Tunjuelito;VENECIA;18 – 28 Juventud;Intento de Suicidio;Mujer;44
2023;6;Tunjuelito;VENECIA;18 – 28 Juventud;Ideación suicida;Hombre;62
2023;6;Tunjuelito;VENECIA;29 – 59 Adultez;Ideación suicida;Mujer;70
2023;6;Tunjuelito;VENECIA;29 – 59 Adultez;Ideación suicida;Hombre;35
2023;6;Tunjuelito;VENECIA;29 – 59 Adultez;Intento de Suicidio;Hombre;14
2023;6;Tunjuelito;VENECIA;29 – 59 Adultez;Intento de Suicidio;Mujer;23
2023;6;Tunjuelito;VENECIA;6 – 11 Infancia;Ideación suicida;Hombre;31
2023;6;Tunjuelito;VENECIA;6 – 11 Infancia;Ideación suicida;Mujer;37
2023;6;Tunjuelito;VENECIA;6 – 11 Infancia;Intento de Suicidio;Mujer;4
2023;6;Tunjuelito;VENECIA;>60 Vejez;Ideación suicida;Mujer;6
2023;6;Tunjuelito;VENECIA;>60 Vejez;Intento de Suicidio;Mujer;1
2023;6;Tunjuelito;VENECIA;>60 Vejez;Ideación suicida;Hombre;13
2023;7;Bosa;APOGEO;12 – 17 Adolescencia;Ideación suicida;Mujer;22
2023;7;Bosa;APOGEO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;6
2023;7;Bosa;APOGEO;12 – 17 Adolescencia;Ideación suicida;Hombre;10
2023;7;Bosa;APOGEO;18 – 28 Juventud;Intento de Suicidio;Hombre;5
2023;7;Bosa;APOGEO;18 – 28 Juventud;Ideación suicida;Mujer;28
2023;7;Bosa;APOGEO;18 – 28 Juventud;Intento de Suicidio;Mujer;4
2023;7;Bosa;APOGEO;18 – 28 Juventud;Ideación suicida;Hombre;11
2023;7;Bosa;APOGEO;29 – 59 Adultez;Ideación suicida;Hombre;10
2023;7;Bosa;APOGEO;29 – 59 Adultez;Intento de Suicidio;Hombre;2
2023;7;Bosa;APOGEO;29 – 59 Adultez;Ideación suicida;Mujer;20
2023;7;Bosa;APOGEO;29 – 59 Adultez;Intento de Suicidio;Mujer;6
2023;7;Bosa;APOGEO;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2023;7;Bosa;APOGEO;6 – 11 Infancia;Ideación suicida;Mujer;4
2023;7;Bosa;APOGEO;6 – 11 Infancia;Ideación suicida;Hombre;3
2023;7;Bosa;APOGEO;>60 Vejez;Ideación suicida;Mujer;2
2023;7;Bosa;APOGEO;>60 Vejez;Ideación suicida;Hombre;2
2023;7;Bosa;APOGEO;>60 Vejez;Intento de Suicidio;Mujer;1
2023;7;Bosa;BOSA CENTRAL;0 – 5 Primera Infancia;Ideación suicida;Hombre;2
2023;7;Bosa;BOSA CENTRAL;0 – 5 Primera Infancia;Ideación suicida;Mujer;1
2023;7;Bosa;BOSA CENTRAL;12 – 17 Adolescencia;Ideación suicida;Hombre;119
2023;7;Bosa;BOSA CENTRAL;12 – 17 Adolescencia;Ideación suicida;Mujer;269
2023;7;Bosa;BOSA CENTRAL;12 – 17 Adolescencia;Intento de Suicidio;Hombre;20
2023;7;Bosa;BOSA CENTRAL;12 – 17 Adolescencia;Intento de Suicidio;Mujer;53
2023;7;Bosa;BOSA CENTRAL;18 – 28 Juventud;Ideación suicida;Mujer;182
2023;7;Bosa;BOSA CENTRAL;18 – 28 Juventud;Intento de Suicidio;Mujer;66
2023;7;Bosa;BOSA CENTRAL;18 – 28 Juventud;Intento de Suicidio;Hombre;48
2023;7;Bosa;BOSA CENTRAL;18 – 28 Juventud;Ideación suicida;Hombre;93
2023;7;Bosa;BOSA CENTRAL;29 – 59 Adultez;Ideación suicida;Hombre;83
2023;7;Bosa;BOSA CENTRAL;29 – 59 Adultez;Ideación suicida;Mujer;166
2023;7;Bosa;BOSA CENTRAL;29 – 59 Adultez;Intento de Suicidio;Mujer;47
2023;7;Bosa;BOSA CENTRAL;29 – 59 Adultez;Intento de Suicidio;Hombre;10
2023;7;Bosa;BOSA CENTRAL;6 – 11 Infancia;Intento de Suicidio;Mujer;3
2023;7;Bosa;BOSA CENTRAL;6 – 11 Infancia;Ideación suicida;Mujer;66
2023;7;Bosa;BOSA CENTRAL;6 – 11 Infancia;Ideación suicida;Hombre;54
2023;7;Bosa;BOSA CENTRAL;6 – 11 Infancia;Intento de Suicidio;Hombre;4
2023;7;Bosa;BOSA CENTRAL;>60 Vejez;Ideación suicida;Mujer;16
2023;7;Bosa;BOSA CENTRAL;>60 Vejez;Ideación suicida;Hombre;21
2023;7;Bosa;BOSA CENTRAL;>60 Vejez;Intento de Suicidio;Hombre;2
2023;7;Bosa;BOSA CENTRAL;>60 Vejez;Intento de Suicidio;Mujer;3
2023;7;Bosa;BOSA OCCIDENTAL;12 – 17 Adolescencia;Ideación suicida;Mujer;224
2023;7;Bosa;BOSA OCCIDENTAL;12 – 17 Adolescencia;Ideación suicida;Hombre;88
2023;7;Bosa;BOSA OCCIDENTAL;12 – 17 Adolescencia;Intento de Suicidio;Mujer;38
2023;7;Bosa;BOSA OCCIDENTAL;12 – 17 Adolescencia;Intento de Suicidio;Hombre;8
2023;7;Bosa;BOSA OCCIDENTAL;18 – 28 Juventud;Ideación suicida;Mujer;166
2023;7;Bosa;BOSA OCCIDENTAL;18 – 28 Juventud;Ideación suicida;Hombre;57
2023;7;Bosa;BOSA OCCIDENTAL;18 – 28 Juventud;Intento de Suicidio;Mujer;64
2023;7;Bosa;BOSA OCCIDENTAL;18 – 28 Juventud;Intento de Suicidio;Hombre;42
2023;7;Bosa;BOSA OCCIDENTAL;29 – 59 Adultez;Ideación suicida;Mujer;164
2023;7;Bosa;BOSA OCCIDENTAL;29 – 59 Adultez;Ideación suicida;Hombre;54
2023;7;Bosa;BOSA OCCIDENTAL;29 – 59 Adultez;Intento de Suicidio;Mujer;38
2023;7;Bosa;BOSA OCCIDENTAL;29 – 59 Adultez;Intento de Suicidio;Hombre;17
